"Race","County","Candidate","Party","Votes"
"Constitutional Amendment 1 Crime Victims","Jefferson","YES","Nonpartisan","238560"
"Constitutional Amendment 1 Crime Victims","Jefferson","NO","Nonpartisan","111808"
"Constitutional Amendment 1 Crime Victims","Jessamine","YES","Nonpartisan","14806"
"Constitutional Amendment 1 Crime Victims","Jessamine","NO","Nonpartisan","8435"
"Constitutional Amendment 1 Crime Victims","Johnson","YES","Nonpartisan","4928"
"Constitutional Amendment 1 Crime Victims","Johnson","NO","Nonpartisan","4234"
"Constitutional Amendment 1 Crime Victims","Kenton","YES","Nonpartisan","50349"
"Constitutional Amendment 1 Crime Victims","Kenton","NO","Nonpartisan","21883"
"Constitutional Amendment 1 Crime Victims","Knott","YES","Nonpartisan","2656"
"Constitutional Amendment 1 Crime Victims","Knott","NO","Nonpartisan","2519"
"Constitutional Amendment 1 Crime Victims","Knox","YES","Nonpartisan","4840"
"Constitutional Amendment 1 Crime Victims","Knox","NO","Nonpartisan","4005"
"Constitutional Amendment 1 Crime Victims","Larue","YES","Nonpartisan","3165"
"Constitutional Amendment 1 Crime Victims","Larue","NO","Nonpartisan","2259"
"Constitutional Amendment 1 Crime Victims","Laurel","YES","Nonpartisan","13966"
"Constitutional Amendment 1 Crime Victims","Laurel","NO","Nonpartisan","11012"
"Constitutional Amendment 1 Crime Victims","Lawrence","YES","Nonpartisan","2628"
"Constitutional Amendment 1 Crime Victims","Lawrence","NO","Nonpartisan","2124"
"Constitutional Amendment 1 Crime Victims","Lee","YES","Nonpartisan","1132"
"Constitutional Amendment 1 Crime Victims","Lee","NO","Nonpartisan","1332"
"Constitutional Amendment 1 Crime Victims","Leslie","YES","Nonpartisan","1839"
"Constitutional Amendment 1 Crime Victims","Leslie","NO","Nonpartisan","1996"
"Constitutional Amendment 1 Crime Victims","Letcher","YES","Nonpartisan","4256"
"Constitutional Amendment 1 Crime Victims","Letcher","NO","Nonpartisan","3338"
"Constitutional Amendment 1 Crime Victims","Lewis","YES","Nonpartisan","2688"
"Constitutional Amendment 1 Crime Victims","Lewis","NO","Nonpartisan","2140"
"Constitutional Amendment 1 Crime Victims","Lincoln","YES","Nonpartisan","5643"
"Constitutional Amendment 1 Crime Victims","Lincoln","NO","Nonpartisan","4037"
"Constitutional Amendment 1 Crime Victims","Livingston","YES","Nonpartisan","2191"
"Constitutional Amendment 1 Crime Victims","Livingston","NO","Nonpartisan","1848"
"Constitutional Amendment 1 Crime Victims","Logan","YES","Nonpartisan","5718"
"Constitutional Amendment 1 Crime Victims","Logan","NO","Nonpartisan","4467"
"Constitutional Amendment 1 Crime Victims","Lyon","YES","Nonpartisan","2184"
"Constitutional Amendment 1 Crime Victims","Lyon","NO","Nonpartisan","1367"
"Constitutional Amendment 1 Crime Victims","Madison","YES","Nonpartisan","23890"
"Constitutional Amendment 1 Crime Victims","Madison","NO","Nonpartisan","16722"
"Constitutional Amendment 1 Crime Victims","Magoffin","YES","Nonpartisan","2379"
"Constitutional Amendment 1 Crime Victims","Magoffin","NO","Nonpartisan","2177"
"Constitutional Amendment 1 Crime Victims","Marion","YES","Nonpartisan","4240"
"Constitutional Amendment 1 Crime Victims","Marion","NO","Nonpartisan","2519"
"Constitutional Amendment 1 Crime Victims","Marshall","YES","Nonpartisan","8938"
"Constitutional Amendment 1 Crime Victims","Marshall","NO","Nonpartisan","6385"
"Constitutional Amendment 1 Crime Victims","Martin","YES","Nonpartisan","1381"
"Constitutional Amendment 1 Crime Victims","Martin","NO","Nonpartisan","1949"
"Constitutional Amendment 1 Crime Victims","Mason","YES","Nonpartisan","4310"
"Constitutional Amendment 1 Crime Victims","Mason","NO","Nonpartisan","2131"
"Constitutional Amendment 1 Crime Victims","McCracken","YES","Nonpartisan","18382"
"Constitutional Amendment 1 Crime Victims","McCracken","NO","Nonpartisan","10440"
"Constitutional Amendment 1 Crime Victims","McCreary","YES","Nonpartisan","2519"
"Constitutional Amendment 1 Crime Victims","McCreary","NO","Nonpartisan","2386"
"Constitutional Amendment 1 Crime Victims","McLean","YES","Nonpartisan","2086"
"Constitutional Amendment 1 Crime Victims","McLean","NO","Nonpartisan","2027"
"Constitutional Amendment 1 Crime Victims","Meade","YES","Nonpartisan","7941"
"Constitutional Amendment 1 Crime Victims","Meade","NO","Nonpartisan","4458"
"Constitutional Amendment 1 Crime Victims","Menifee","YES","Nonpartisan","1474"
"Constitutional Amendment 1 Crime Victims","Menifee","NO","Nonpartisan","1172"
"Constitutional Amendment 1 Crime Victims","Mercer","YES","Nonpartisan","5293"
"Constitutional Amendment 1 Crime Victims","Mercer","NO","Nonpartisan","3427"
"Constitutional Amendment 1 Crime Victims","Metcalfe","YES","Nonpartisan","1830"
"Constitutional Amendment 1 Crime Victims","Metcalfe","NO","Nonpartisan","1531"
"Constitutional Amendment 1 Crime Victims","Monroe","YES","Nonpartisan","2079"
"Constitutional Amendment 1 Crime Victims","Monroe","NO","Nonpartisan","1785"
"Constitutional Amendment 1 Crime Victims","Montgomery","YES","Nonpartisan","6848"
"Constitutional Amendment 1 Crime Victims","Montgomery","NO","Nonpartisan","4271"
"Constitutional Amendment 1 Crime Victims","Morgan","YES","Nonpartisan","2295"
"Constitutional Amendment 1 Crime Victims","Morgan","NO","Nonpartisan","2278"
"Constitutional Amendment 1 Crime Victims","Muhlenberg","YES","Nonpartisan","6633"
"Constitutional Amendment 1 Crime Victims","Muhlenberg","NO","Nonpartisan","4581"
"Constitutional Amendment 1 Crime Victims","Nelson","YES","Nonpartisan","11735"
"Constitutional Amendment 1 Crime Victims","Nelson","NO","Nonpartisan","7769"
"Constitutional Amendment 1 Crime Victims","Nicholas","YES","Nonpartisan","1623"
"Constitutional Amendment 1 Crime Victims","Nicholas","NO","Nonpartisan","966"
"Constitutional Amendment 1 Crime Victims","Ohio","YES","Nonpartisan","4926"
"Constitutional Amendment 1 Crime Victims","Ohio","NO","Nonpartisan","3290"
"Constitutional Amendment 1 Crime Victims","Oldham","YES","Nonpartisan","23462"
"Constitutional Amendment 1 Crime Victims","Oldham","NO","Nonpartisan","9876"
"Constitutional Amendment 1 Crime Victims","Owen","YES","Nonpartisan","2267"
"Constitutional Amendment 1 Crime Victims","Owen","NO","Nonpartisan","1662"
"Constitutional Amendment 1 Crime Victims","Owsley","YES","Nonpartisan","723"
"Constitutional Amendment 1 Crime Victims","Owsley","NO","Nonpartisan","517"
"Constitutional Amendment 1 Crime Victims","Pendleton","YES","Nonpartisan","3703"
"Constitutional Amendment 1 Crime Victims","Pendleton","NO","Nonpartisan","2429"
"Constitutional Amendment 1 Crime Victims","Perry","YES","Nonpartisan","4612"
"Constitutional Amendment 1 Crime Victims","Perry","NO","Nonpartisan","2946"
"Constitutional Amendment 1 Crime Victims","Pike","YES","Nonpartisan","10353"
"Constitutional Amendment 1 Crime Victims","Pike","NO","Nonpartisan","9601"
"Constitutional Amendment 1 Crime Victims","Powell","YES","Nonpartisan","2580"
"Constitutional Amendment 1 Crime Victims","Powell","NO","Nonpartisan","2385"
"Constitutional Amendment 1 Crime Victims","Pulaski","YES","Nonpartisan","15241"
"Constitutional Amendment 1 Crime Victims","Pulaski","NO","Nonpartisan","10348"
"Constitutional Amendment 1 Crime Victims","Robertson","YES","Nonpartisan","479"
"Constitutional Amendment 1 Crime Victims","Robertson","NO","Nonpartisan","358"
"Constitutional Amendment 1 Crime Victims","Rockcastle","YES","Nonpartisan","3364"
"Constitutional Amendment 1 Crime Victims","Rockcastle","NO","Nonpartisan","3249"
"Constitutional Amendment 1 Crime Victims","Rowan","YES","Nonpartisan","5188"
"Constitutional Amendment 1 Crime Victims","Rowan","NO","Nonpartisan","3316"
"Constitutional Amendment 1 Crime Victims","Russell","YES","Nonpartisan","4187"
"Constitutional Amendment 1 Crime Victims","Russell","NO","Nonpartisan","3153"
"Constitutional Amendment 1 Crime Victims","Scott","YES","Nonpartisan","17037"
"Constitutional Amendment 1 Crime Victims","Scott","NO","Nonpartisan","9399"
"Constitutional Amendment 1 Crime Victims","Shelby","YES","Nonpartisan","13579"
"Constitutional Amendment 1 Crime Victims","Shelby","NO","Nonpartisan","7578"
"Constitutional Amendment 1 Crime Victims","Simpson","YES","Nonpartisan","4779"
"Constitutional Amendment 1 Crime Victims","Simpson","NO","Nonpartisan","2805"
"Constitutional Amendment 1 Crime Victims","Spencer","YES","Nonpartisan","5340"
"Constitutional Amendment 1 Crime Victims","Spencer","NO","Nonpartisan","3405"
"Constitutional Amendment 1 Crime Victims","Taylor","YES","Nonpartisan","5991"
"Constitutional Amendment 1 Crime Victims","Taylor","NO","Nonpartisan","3960"
"Constitutional Amendment 1 Crime Victims","Todd","YES","Nonpartisan","2363"
"Constitutional Amendment 1 Crime Victims","Todd","NO","Nonpartisan","1510"
"Constitutional Amendment 1 Crime Victims","Trigg","YES","Nonpartisan","3998"
"Constitutional Amendment 1 Crime Victims","Trigg","NO","Nonpartisan","2110"
"Constitutional Amendment 1 Crime Victims","Trimble","YES","Nonpartisan","2374"
"Constitutional Amendment 1 Crime Victims","Trimble","NO","Nonpartisan","1428"
"Constitutional Amendment 1 Crime Victims","Union","YES","Nonpartisan","3008"
"Constitutional Amendment 1 Crime Victims","Union","NO","Nonpartisan","2416"
"Constitutional Amendment 1 Crime Victims","Warren","YES","Nonpartisan","32259"
"Constitutional Amendment 1 Crime Victims","Warren","NO","Nonpartisan","17918"
"Constitutional Amendment 1 Crime Victims","Washington","YES","Nonpartisan","2931"
"Constitutional Amendment 1 Crime Victims","Washington","NO","Nonpartisan","2098"
"Constitutional Amendment 1 Crime Victims","Wayne","YES","Nonpartisan","4244"
"Constitutional Amendment 1 Crime Victims","Wayne","NO","Nonpartisan","3039"
"Constitutional Amendment 1 Crime Victims","Webster","YES","Nonpartisan","2448"
"Constitutional Amendment 1 Crime Victims","Webster","NO","Nonpartisan","1802"
"Constitutional Amendment 1 Crime Victims","Whitley","YES","Nonpartisan","7770"
"Constitutional Amendment 1 Crime Victims","Whitley","NO","Nonpartisan","5060"
"Constitutional Amendment 1 Crime Victims","Wolfe","YES","Nonpartisan","1453"
"Constitutional Amendment 1 Crime Victims","Wolfe","NO","Nonpartisan","1169"
"Constitutional Amendment 1 Crime Victims","Woodford","YES","Nonpartisan","8457"
"Constitutional Amendment 1 Crime Victims","Woodford","NO","Nonpartisan","5119"
"Constitutional Amendment 1 Crime Victims","TotalVotes","YES","Nonpartisan","1156883"
"Constitutional Amendment 1 Crime Victims","TotalVotes","NO","Nonpartisan","668866"
